sysname	chr	type	start	stop	orientation	genename	RNAseq_Brar_00_EXP	RNAseq_Brar_01_preMeiosis	RNAseq_Brar_02_DNArep	RNAseq_Brar_03_LepZyg	RNAseq_Brar_04_PachDip	RNAseq_Brar_05_Met1	RNAseq_Brar_06_Ana1	RNAseq_Brar_07_Met2	xRNAseq_Brar_08_Ana2	RNAseq_Brar_09_SporeEarly	RNAseq_Brar_10_SporeLate
YLR332W_mRNA	12	mRNA	790676	791806	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLRWsigma4	12	long_terminal_repeat	793552	793870	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	noncoding_exon	793918	793989	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tD%28GUC%29L2	12	tRNA_gene	793918	793989	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS1226	12	ARS	794100	794231	.		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS1226_ARS_consensus_sequence	12	ARS_consensus_sequence	794192	794208	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	noncoding_exon	794486	794575	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snR61	12	snoRNA_gene	794486	794575	-	SNR61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	noncoding_exon	794697	794794	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snR55	12	snoRNA_gene	794697	794794	-	SNR55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	noncoding_exon	794937	795024	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snR57	12	snoRNA_gene	794937	795024	-	SNR57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	795573	795899	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR333C	12	gene	795573	796335	-	RPS25B	2444.9	517.3	474.8	540.6	258.3	206.1	157	84.7	95.5	182.7	357.1
YLR333C_mRNA	12	mRNA	795573	796335	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	five_prime_UTR_intron	795913	796335	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	796698	797078	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR334C	12	gene	796698	797078	-	Dubious_ORF	1.8	1.1	1.7	1.3	1.2	0	0	0.5	0.4	0.7	3.2
YLR334C_mRNA	12	mRNA	796698	797078	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLRWdelta20	12	long_terminal_repeat	796899	797088	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	noncoding_exon	797178	797249	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tE%28UUC%29L	12	tRNA_gene	797178	797249	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	797430	799592	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR335W	12	gene	797430	799592	+	NUP2	61.7	32.4	37.1	47.1	54.5	72	46	27.2	24.6	22.8	47.6
YLR335W_mRNA	12	mRNA	797430	799592	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	799697	802396	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR336C	12	gene	799697	802396	-	SGD1	109.3	84.6	56.4	58.1	34.5	29.6	19.9	15.5	8	23.9	67
YLR336C_mRNA	12	mRNA	799697	802396	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	802653	805106	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR337C	12	gene	802653	805106	-	VRP1	6.8	11	15.5	14.2	23.9	28.3	17.8	15.4	21.5	22.8	10.8
YLR337C_mRNA	12	mRNA	802653	805106	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	804346	805203	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR338W	12	gene	804346	805203	+	OPI9	0.3	1.3	0.4	0	0.4	0	0	0.6	0.5	0.8	1.5
YLR338W_mRNA	12	mRNA	804346	805203	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	805784	806335	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR339C	12	gene	805784	806335	-	Dubious_ORF	0.2	0	6.9	11.5	29.4	68.9	149.6	78.5	67	52.3	58.8
YLR339C_mRNA	12	mRNA	805784	806335	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	805887	806825	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR340W	12	gene	805887	806825	+	RPP0	1320.5	239.2	179.5	310.9	169.9	247.2	214.1	90.1	84.2	241.4	228.9
YLR340W_mRNA	12	mRNA	805887	806825	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	807385	808818	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR341W	12	gene	807385	808818	+	SPO77	2.6	0.6	0.9	32	110.9	279.2	443	412.2	359.8	148	137.5
YLR341W_mRNA	12	mRNA	807385	808818	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	809997	815627	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR342W	12	gene	809997	815627	+	FKS1	140.1	133.7	101.3	103.4	102.4	173.4	167.4	89.5	112.1	85.4	128
YLR342W_mRNA	12	mRNA	809997	815627	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	815810	815983	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR342W-A	12	gene	815810	815983	+	Dubious_ORF	153.1	71.4	48.7	87.4	107	218.9	149.5	70.2	112.3	151.9	168.5
YLR342W-A_mRNA	12	mRNA	815810	815983	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	816094	817761	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR343W	12	gene	816094	817761	+	GAS2	1.5	4.3	6.5	58.4	246.7	362.3	1005.3	1631.9	1661.1	933.5	521.5
YLR343W_mRNA	12	mRNA	816094	817761	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLRCdelta21	12	long_terminal_repeat	818073	818403	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	noncoding_exon	818609	818680	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tR%28CCG%29L	12	tRNA_gene	818609	818680	+	TRR4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	819312	819330	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR344W	12	gene	819312	820142	+	RPL26A	2460	459.6	717.5	500	306.3	354.5	288.8	102	134.7	181.7	282.4
YLR344W_mRNA	12	mRNA	819312	820142	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	intron	819331	819777	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	819778	820142	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	820511	822040	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR345W	12	gene	820511	822040	+	Dubious_ORF	8.4	181.6	89.6	105.6	137.7	289.4	366.7	339.4	379.7	247.8	340.2
YLR345W_mRNA	12	mRNA	820511	822040	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	822287	822592	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR346C	12	gene	822287	822592	-	Dubious_ORF	6.7	383.2	728.4	588.1	563.7	508.2	502	399.6	219.6	85.2	256
YLR346C_mRNA	12	mRNA	822287	822592	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	823828	826413	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR347C	12	gene	823828	826413	-	KAP95	66.4	42	59.3	70	76.8	66	31.5	27.3	19.9	41.7	61.2
YLR347C_mRNA	12	mRNA	823828	826413	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	824789	824929	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR347W-A	12	gene	824789	824929	+	Dubious_ORF	0	4.6	6.8	4.5	1.5	7.5	0	1.9	4.2	3.4	11.1
YLR347W-A_mRNA	12	mRNA	824789	824929	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	826977	827873	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR348C	12	gene	826977	827873	-	DIC1	98.2	171.4	156.5	113	101.4	43.2	29.2	39.3	39.5	34.2	18
YLR348C_mRNA	12	mRNA	826977	827873	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	827521	828027	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR349W	12	gene	827521	828027	+	Dubious_ORF	0.3	0.5	0.3	0.3	0.2	0.5	0.8	0	0	0	0.8
YLR349W_mRNA	12	mRNA	827521	828027	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	828730	829380	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR350W	12	gene	828730	829380	+	ORM2	59	340	118.8	75.9	102.3	86.8	46.2	70.5	101.8	199.9	163.6
YLR350W_mRNA	12	mRNA	828730	829380	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	829489	830364	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR351C	12	gene	829489	830364	-	NIT3	144.4	123.9	319.1	220.9	166.9	103.4	93.2	53	36.4	34.8	50.7
YLR351C_mRNA	12	mRNA	829489	830364	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	831116	833539	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR352W	12	gene	831116	833539	+	Dubious_ORF	6.3	13.3	26.1	32.4	40.1	42.1	26.6	28	34.6	46	57.2
YLR352W_mRNA	12	mRNA	831116	833539	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	834352	836163	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR353W	12	gene	834352	836163	+	BUD8	18.7	8.7	19.7	23.9	32.5	26.6	12.8	12.5	7.3	35.8	23.7
YLR353W_mRNA	12	mRNA	834352	836163	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	836350	837357	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR354C	12	gene	836350	837357	-	TAL1	311.7	95.3	121.7	80.4	79.3	81.8	60.1	33.3	43.4	64.2	57.8
YLR354C_mRNA	12	mRNA	836350	837357	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	838066	839253	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR355C	12	gene	838066	839253	-	ILV5	768.7	1223.8	689.7	784.7	784.2	1269.7	999	462.2	532.3	496.7	612.4
YLR355C_mRNA	12	mRNA	838066	839253	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	840321	840914	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR356W	12	gene	840321	840914	+	ATG33	9.1	130.8	162.5	147.6	262	382.9	538	612.9	818.9	506	319.3
YLR356W_mRNA	12	mRNA	840321	840914	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	841331	844000	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR357W	12	gene	841331	844000	+	RSC2	25.2	25.2	20.1	15.3	16.5	16	8.5	9	9.2	25	34.2
YLR357W_mRNA	12	mRNA	841331	844000	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	843487	844050	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR358C	12	gene	843487	844050	-	Dubious_ORF	0	0.3	1.1	0.8	0.8	1.4	1.5	0.2	1.3	0.8	1.6
YLR358C_mRNA	12	mRNA	843487	844050	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	844282	845730	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR359W	12	gene	844282	845730	+	ADE13	943	895.3	823.8	701.5	227.2	118.6	102.2	90.5	53	114.3	269.5
YLR359W_mRNA	12	mRNA	844282	845730	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	846103	847422	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR360W	12	gene	846103	847422	+	VPS38	44.7	46	64.1	69.2	51.5	41.8	35.1	26.5	14.5	12.1	50.6
YLR360W_mRNA	12	mRNA	846103	847422	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	847388	849124	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR361C	12	gene	847388	849124	-	DCR2	17.1	28.3	45.8	56.2	73.5	69.7	33.6	18.6	10.6	6.3	46.2
YLR361C_mRNA	12	mRNA	847388	849124	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	849383	849679	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR361C-A	12	gene	849383	849679	-	Dubious_ORF	41.2	104.4	80.3	60.9	63.1	42.2	27.6	25.6	38	73.3	84.7
YLR361C-A_mRNA	12	mRNA	849383	849679	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	849866	852019	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR362W	12	gene	849866	852019	+	STE11	23.7	72.6	47.1	42.3	30.4	25.7	11.2	11.7	7.1	23.7	45.7
YLR362W_mRNA	12	mRNA	849866	852019	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	852495	853151	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR363C	12	gene	852495	853151	-	NMD4	98.3	84.6	138.9	202	158.1	102.3	48.4	36.3	17.1	24.7	95.6
YLR363C_mRNA	12	mRNA	852495	853151	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	853461	853718	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR363W-A	12	gene	853461	853718	+	Dubious_ORF	194.2	113.8	57.4	87.8	60.1	35.5	33.5	24.1	23.6	35.3	60.4
YLR363W-A_mRNA	12	mRNA	853461	853718	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	854062	854391	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR364W	12	gene	854062	854391	+	GRX8	41.2	175.5	48.2	71.8	44	36.4	28.8	50.6	74.2	110.8	121
YLR364W_mRNA	12	mRNA	854062	854391	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	855199	855531	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR365W	12	gene	855199	855531	+	Dubious_ORF	0.6	0	1	0.5	0.3	0.8	0	0.3	0.4	1.4	0
YLR365W_mRNA	12	mRNA	855199	855531	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	855523	855645	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR364C-A	12	gene	855523	855645	-	Dubious_ORF	0.8	0.7	0	1.3	2.7	2.1	10.6	0.7	3.7	2	2.1
YLR364C-A_mRNA	12	mRNA	855523	855645	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	855538	855843	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR366W	12	gene	855538	855843	+	Dubious_ORF	15.5	20.1	26.5	5.1	1.4	1.7	2.8	0.6	0.5	3.1	8.1
YLR366W_mRNA	12	mRNA	855538	855843	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	five_prime_UTR_intron	855878	856434	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR367W	12	gene	855878	857317	+	RPS22B	2641.1	1162.2	845.9	363.5	163.1	200	168.9	93.4	56.9	173.4	405.8
YLR367W_mRNA	12	mRNA	855878	857317	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	856442	856574	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	intron	856575	857057	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	noncoding_exon	856710	856920	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snR44	12	snoRNA_gene	856710	856920	+	SNR44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	857058	857317	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	857540	859336	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR368W	12	gene	857540	859336	+	MDM30	31.9	46.3	53.1	62.9	98.9	102.4	174.6	223.7	155.5	78.5	111
YLR368W_mRNA	12	mRNA	857540	859336	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	859552	861525	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR369W	12	gene	859552	861525	+	SSQ1	33.1	70	48.1	55.2	51.4	52.1	48	52.4	41.9	39.8	62.3
YLR369W_mRNA	12	mRNA	859552	861525	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	861718	862254	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR370C	12	gene	861718	862254	-	ARC18	81.8	209.1	207.8	158.4	166	140.3	138.6	115.4	116.5	123.9	195.8
YLR370C_mRNA	12	mRNA	861718	862254	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	862714	866784	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR371W	12	gene	862714	866784	+	ROM2	17.2	23.3	23.1	23.6	36.4	51.4	79.2	163.4	175.2	116.7	73.5
YLR371W_mRNA	12	mRNA	862714	866784	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	867354	868391	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR372W	12	gene	867354	868391	+	ELO3	653	235.3	350.3	399.6	370.4	683.9	926	867.2	898.2	431.5	343.9
YLR372W_mRNA	12	mRNA	867354	868391	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	868662	871367	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR373C	12	gene	868662	871367	-	VID22	20	6.7	34.9	38.7	56.6	86.7	109.7	116.4	116.9	83.6	83.2
YLR373C_mRNA	12	mRNA	868662	871367	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	871453	871842	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR374C	12	gene	871453	871842	-	Dubious_ORF	1	1.6	2	2	6.7	2	2.2	0.7	1.1	4.9	1.7
YLR374C_mRNA	12	mRNA	871453	871842	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	871697	872728	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR375W	12	gene	871697	872728	+	STP3	77.8	117.4	55.4	46.5	57.4	78.6	62	47.2	48.2	77.7	72.8
YLR375W_mRNA	12	mRNA	871697	872728	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	872826	873554	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR376C	12	gene	872826	873554	-	PSY3	43.9	54	131.2	142.6	111.8	58.2	40.1	36.9	21.9	22.9	53.5
YLR376C_mRNA	12	mRNA	872826	873554	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	873746	874792	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR377C	12	gene	873746	874792	-	FBP1	9.3	777.8	433	396.3	235.7	662.4	460.3	108	89	64.6	282.8
YLR377C_mRNA	12	mRNA	873746	874792	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	noncoding_exon	875376	875412	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tK%28UUU%29L	12	tRNA_gene	875376	875471	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	intron	875413	875435	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	noncoding_exon	875436	875471	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	875736	877178	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR378C	12	gene	875736	877178	-	SEC61	59	27.1	52.6	50.7	72.7	94.4	42.8	26.8	36.2	89.2	63.4
YLR378C_mRNA	12	mRNA	875736	877178	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	876922	877296	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR379W	12	gene	876922	877296	+	Dubious_ORF	0.1	0.2	0.8	3.3	4.9	0.7	0	0.5	0.4	0	0
YLR379W_mRNA	12	mRNA	876922	877296	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	878282	879508	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR380W	12	gene	878282	879508	+	CSR1	16.5	26	28	15.7	27.9	51.7	107.4	156.4	183	76	63.9
YLR380W_mRNA	12	mRNA	878282	879508	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	879723	881924	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR381W	12	gene	879723	881924	+	CTF3	17.8	13	43.4	32.9	26.1	15.7	9.9	7.4	4.8	8.5	22.1
YLR381W_mRNA	12	mRNA	879723	881924	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	882067	884751	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR382C	12	gene	882067	884751	-	NAM2	16.1	12.5	15	12.2	17	25.7	24.8	22	20.3	17.6	20
YLR382C_mRNA	12	mRNA	882067	884751	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	885288	888632	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR383W	12	gene	885288	888632	+	SMC6	14.5	13.9	43.9	28.9	25.4	23.8	13.5	12.2	9.8	13.5	48.6
YLR383W_mRNA	12	mRNA	885288	888632	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS1238	12	ARS	888570	888810	.		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS1238_ARS_consensus_sequence	12	ARS_consensus_sequence	888725	888741	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	888851	892900	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR384C	12	gene	888851	892900	-	IKI3	72.4	56	32.9	36	27.4	25.3	15.9	15.4	15.1	32.2	53.7
YLR384C_mRNA	12	mRNA	888851	892900	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	892992	893390	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR385C	12	gene	892992	893390	-	SWC7	6.9	8.8	5.6	6.6	7	4.6	1.1	1.3	0.4	7.8	4.2
YLR385C_mRNA	12	mRNA	892992	893390	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	893628	896270	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR386W	12	gene	893628	896270	+	VAC14	18.1	13.9	37.6	29.7	25	19.1	12.5	8.7	4.5	12.1	19.1
YLR386W_mRNA	12	mRNA	893628	896270	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	896374	897672	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR387C	12	gene	896374	897672	-	REH1	118.4	156.4	188.1	291.1	314.1	173.4	113	87.4	56	70.7	106.5
YLR387C_mRNA	12	mRNA	896374	897672	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	five_prime_UTR_intron	898158	898645	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR388W	12	gene	898158	898821	+	RPS29A	4718.4	708.5	744.8	764.6	303.2	267.3	233.4	124.3	66.9	167.3	577
YLR388W_mRNA	12	mRNA	898158	898821	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	898651	898821	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	noncoding_exon	899180	899382	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snR34	12	snoRNA_gene	899180	899382	+	SNR34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	899577	902660	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR389C	12	gene	899577	902660	-	STE23	28.8	21.2	30.7	28.7	24.1	19.2	10.3	7.9	5.9	23.9	22.6
YLR389C_mRNA	12	mRNA	899577	902660	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	903066	903404	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR390W	12	gene	903066	903404	+	ECM19	31.3	45.1	85.8	58.8	47.9	48.5	28	19.1	16.2	38.1	21.8
YLR390W_mRNA	12	mRNA	903066	903404	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	903724	904440	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR390W-A	12	gene	903724	904440	+	CCW14	275.7	680.2	468.3	470.4	672.9	1044	593.5	213.7	270.3	475.8	267.3
YLR390W-A_mRNA	12	mRNA	903724	904440	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	904749	906305	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR392C	12	gene	904749	906305	-	ART10	23.9	79.3	68.9	52.1	36.3	22.7	17.9	15.8	15.2	45.4	37.7
YLR392C_mRNA	12	mRNA	904749	906305	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	907079	907918	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR393W	12	gene	907079	907918	+	ATP10	10.3	15.4	9.6	6.5	5.3	5.3	5.1	7.5	7	14.5	7.7
YLR393W_mRNA	12	mRNA	907079	907918	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	907950	909398	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR394W	12	gene	907950	909398	+	CST9	13.3	16.3	54.7	77.1	152.2	82.7	34.4	29.3	22.6	28.1	49.7
YLR394W_mRNA	12	mRNA	907950	909398	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	12	CDS	909729	909965	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR395C	12	gene	909729	909965	-	COX8	727	952.9	865.6	892.7	694.4	606.6	366.7	187.7	129.2	239.6	307.6
YLR395C_mRNA	12	mRNA	909729	909965	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
